BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,SUBLOCALITY,LATITUDE,LONGITUDE,PRICE_PER_BED,PRICE_PER_PROPERTYSQFT
Brokered by COMPASS,Condo for sale,3500000,3,2.0,1896.0,Brooklyn,40.6781953,-73.9702616,1166666.6666666667,1845.9915611814347
Brokered by Momentum Real Estate Llc,House for sale,1288000,3,2.0,1538.0,New York,40.6013215,-73.986412,429333.3333333333,837.4512353706111
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,875000,1,1.0,2184.207862,New York,40.7459915,-73.9956777,875000.0,400.6028982968654
"Brokered by Robert Defalco Realty, Inc.",Multi-family home for sale,1099000,6,5.0,3816.0,Richmond County,40.6241719,-74.0746007,183166.66666666666,287.9979035639413
Brokered by Corcoran Park Slope,Pending,1795000,2,2.0,2184.207862,Brooklyn,40.6646996,-73.9831407,897500.0,821.808231363284
NoBroker,Townhouse for sale,579000,3,2.0,2184.207862,Queens County,40.6863457,-73.8292298,193000.0,265.08466070158295
Brokered by Tscherne Realty Inc,House for sale,868000,3,2.0,1690.0,Queens County,40.7187347,-73.875063,289333.3333333333,513.6094674556213
Brokered by Real Broker NY LLC,House for sale,699900,5,1.0,1827.0,Queens County,40.6917678,-73.8540537,139980.0,383.0870279146141
Brokered by Coldwell Banker American Homes,House for sale,559900,3,2.0,2184.207862,Queens County,40.6957516,-73.7490297,186633.33333333334,256.3400717216171
Brokered by Keller Williams NYC,Co-op for sale,650000,3,1.0,2184.207862,New York,40.7362367,-74.0070136,216666.66666666666,297.59072444910004
Brokered by CENTURY 21 METRO STAR,Condo for sale,209000,1,1.0,2184.207862,The Bronx,40.836532,-73.859174,209000.0,95.68686370747986
Brokered by COMPASS,Co-op for sale,1695000,3,2.0,2184.207862,Manhattan,40.7731502,-73.9462859,565000.0,776.0250429864993
Brokered by Clarke Realty,House for sale,570000,3,2.0,1728.0,Bronx County,40.869166,-73.8520258,190000.0,329.8611111111111
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,419800,2,1.0,1000.0,Queens,40.7199582,-73.8357232,209900.0,419.8
Brokered by The Agency,Contingent,1875000,3,2.0,2184.207862,New York,40.7760492,-73.9577296,625000.0,858.4347820647117
"Brokered by CORE Group Marketing, LLC",Condo for sale,5900000,3,3.0,2706.0,New York,40.744213,-73.987241,1966666.6666666667,2180.339985218034
Brokered by Coldwell Banker Reliable Real Estate,Multi-family home for sale,4000000,32,12.0,7200.0,New York County,40.791206,-73.946512,125000.0,555.5555555555555
Brokered by Oxford Property Group,Condo for sale,1450000,2,2.0,1175.0,New York,40.7092191,-74.0137534,725000.0,1234.0425531914893
Brokered by Housebiz Realty Inc.,Multi-family home for sale,975000,7,4.0,1920.0,Bronx County,40.8345273,-73.8686683,139285.7142857143,507.8125
Brokered by Halo Realty Properties LLC,Co-op for sale,210000,3,1.0,550.0,Queens,40.7323502,-73.8611654,70000.0,381.8181818181818
Brokered by COMPASS,Co-op for sale,310000,1,1.0,2184.207862,The Bronx,40.9069228,-73.9062512,310000.0,141.92788396803232
Brokered by OFFICIAL,Townhouse for sale,8575000,6,6.0,5500.0,New York County,40.7645068,-73.9653462,1429166.6666666667,1559.090909090909
Brokered by Corcoran West Side,Multi-family home for sale,1895000,5,4.0,2184.207862,Kings County,40.6925254,-73.9260278,379000.0,867.5914197400685
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,10500000,5,6.0,2184.207862,New York County,40.7753473,-73.9646138,2100000.0,4807.2347795623855
"Brokered by CORE Group Marketing, LLC",Condo for sale,2990000,3,2.0,1721.0,New York,40.7074175,-74.0135328,996666.6666666666,1737.361998837885
Brokered by Corcoran Brooklyn Heights,Co-op for sale,440000,2,1.0,2184.207862,Brooklyn,40.6733835,-73.9300041,220000.0,201.44602885785233
Brokered by All Island Estates Realty Corp,Land for sale,650000,3,2.3738608579684373,2184.207862,Queens County,40.7175476,-73.7702388,216666.66666666666,297.59072444910004
Brokered by Highline Residential,House for sale,600000,2,2.0,2184.207862,Brooklyn,40.6585229,-73.9047396,300000.0,274.69913026070776
Brokered by Corcoran West Side,Multi-family home for sale,1895000,5,4.0,2184.207862,Kings County,40.6925254,-73.9260278,379000.0,867.5914197400685
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,160000,3,1.0,2184.207862,Queens,40.7376451,-73.8581248,53333.333333333336,73.25310140285539
Brokered by BHHS Fillmore R.E.,Multi-family home for sale,3500000,30,20.0,18400.0,Kings County,40.6351799,-73.9646138,116666.66666666667,190.2173913043478
Brokered by RE MAX Distinguished Homes & Properties,House for sale,599900,3,2.0,1534.0,Bronx County,40.8697604,-73.8408611,199966.66666666666,391.06910039113427
Brokered by Ny Management,Multi-family home for sale,2499000,7,4.0,2184.207862,Kings County,40.6352404,-73.9966562,357000.0,1144.1218775358477
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,1850000,7,3.0,2240.0,Kings County,40.6225358,-73.9970748,264285.71428571426,825.8928571428571
NoBroker,Condo for sale,888000,3,2.0,1700.0,Brooklyn,40.6226046,-74.0176964,296000.0,522.3529411764706
Brokered by Wallace Enrique,Multi-family home for sale,500000,3,2.3738608579684373,2184.207862,Bronx County,40.810301,-73.9202983,166666.66666666666,228.91594188392313
Brokered by COMPASS,Condo for sale,1995000,1,2.0,910.0,New York,40.7852077,-73.9706676,1995000.0,2192.3076923076924
Brokered by RE/MAX Elite,Contingent,495000,2,3.0,1200.0,Richmond County,40.5240094,-74.2133774,247500.0,412.5
Brokered by Keller Williams Realty NYC Grp,House for sale,599000,3,2.0,1690.0,Bronx County,40.88047,-73.8503054,199666.66666666666,354.4378698224852
Brokered by EXP Realty,Co-op for sale,178000,3,1.0,719.0,Queens County,40.7379227,-73.8470718,59333.333333333336,247.56606397774686
Brokered by Re/Max In The City,Co-op for sale,279900,1,1.0,850.0,The Bronx,40.8901764,-73.9146261,279900.0,329.29411764705884
Brokered by Corcoran East Side,House for sale,9000000,3,2.3738608579684373,2184.207862,Kings County,40.6207751,-74.0273954,3000000.0,4120.486953910616
Brokered by CENTURY 21 Milestone Realty,Co-op for sale,119000,3,1.0,2184.207862,Queens,40.7095699,-73.79113,39666.666666666664,54.4819941683737
Brokered by Brown Harris Stevens,Co-op for sale,935000,2,2.0,1150.0,New York,40.7856236,-73.9507052,467500.0,813.0434782608696
Brokered by COMPASS,Pending,750000,3,2.0,1260.0,New York County,40.8040569,-73.951435,250000.0,595.2380952380952
Brokered by NEXT - NextStopNY,Co-op for sale,318000,3,1.0,450.0,New York,40.7467649,-73.976998,106000.0,706.6666666666666
Brokered by Winzone Realty Inc,House for sale,3399000,7,2.3738608579684373,3446.0,Queens County,40.7082867,-73.8335669,485571.4285714286,986.3609982588508
Brokered by P R O Links Realty Inc,Townhouse for sale,528000,2,2.0,2184.207862,Queens County,40.6850187,-73.7977904,264000.0,241.73523462942282
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,Townhouse for sale,7800000,7,8.0,7200.0,New York County,40.7636541,-73.9681695,1114285.7142857143,1083.3333333333333
Brokered by Keller Williams Realty Liberty,Co-op for sale,199888,1,1.0,2184.207862,Queens,40.6661012,-73.8471882,199888.0,91.51509958258724
Brokered by Douglas Elliman - 936 Broadway,Multi-family home for sale,5950000,6,5.0,2184.207862,New York County,40.7534926,-73.9655356,991666.6666666666,2724.099708418685
"Brokered by John Edwards Real Estate, Inc.",Co-op for sale,315000,2,1.0,1000.0,The Bronx,40.890384,-73.9117878,157500.0,315.0
Brokered by CENTURY 21 Milestone Realty,Co-op for sale,119000,3,1.0,2184.207862,Queens,40.7095699,-73.79113,39666.666666666664,54.4819941683737
Brokered by Corcoran East Side,Co-op for sale,899000,1,1.0,2184.207862,New York,40.7570928,-73.9663495,899000.0,411.59086350729376
Brokered by Douglas Elliman - Bayside,Multi-family home for sale,2050000,4,2.0,1760.0,Kings County,40.735132,-73.9536334,512500.0,1164.7727272727273
Brokered by Corcoran Williamsburg Bedford,Condo for sale,615000,2,1.0,733.0,Queens County,40.7654814,-73.8178731,307500.0,839.0177353342428
Brokered by EXP Realty,Co-op for sale,178000,3,1.0,719.0,Queens County,40.7379227,-73.8470718,59333.333333333336,247.56606397774686
Brokered by Re/Max In The City,Co-op for sale,279900,1,1.0,850.0,The Bronx,40.8901764,-73.9146261,279900.0,329.29411764705884
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,385000,3,1.0,440.0,New York,40.7682097,-73.9846027,128333.33333333333,875.0
"Brokered by Tom Crimmins Realty, Ltd.",Condo for sale,209000,1,1.0,650.0,Staten Island,40.6202645,-74.1099106,209000.0,321.53846153846155
"Brokered by Apaus, Inc",Co-op for sale,259000,3,1.0,590.0,Queens,40.7510999,-73.89118,86333.33333333333,438.9830508474576
Brokered by Modlin Group LLC,Co-op for sale,695000,1,1.0,2184.207862,New York,40.776554,-73.9876401,695000.0,318.19315921865314
Brokered by Winzone Realty Inc,Multi-family home for sale,1980000,3,3.0,3536.0,Kings County,40.5875466,-73.9501033,660000.0,559.9547511312218
Brokered by COMPASS,Co-op for sale,1950000,2,2.0,2184.207862,New York,40.7341122,-74.004816,975000.0,892.7721733473002
Brokered by TREBACH REALTY INC,Pending,1595000,4,2.0,2627.0,Bronx County,40.8872408,-73.9082189,398750.0,607.1564522268748
Brokered by Han Tang Realty Inc.,Multi-family home for sale,919000,6,3.0,1760.0,Bronx County,40.8529073,-73.830339,153166.66666666666,522.1590909090909
Brokered by Coleman Real Estate Team,House for sale,285000,3,2.3738608579684373,2184.207862,Kings County,40.6695084,-73.8779921,95000.0,130.48208687383618
Brokered by Brown Harris Stevens,Co-op for sale,499000,3,2.0,1200.0,The Bronx,40.831991,-73.919124,166333.33333333334,415.8333333333333
Brokered by Brown Harris Stevens,Co-op for sale,359000,2,1.0,850.0,New York,40.804259,-73.9415268,179500.0,422.3529411764706
NoBroker,Condo for sale,771770,2,2.0,710.0,Queens,40.7639577,-73.8325965,385885.0,1087.0
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,3550000,3,2.0,2693.0,New York,40.7404065,-73.9970822,1183333.3333333333,1318.232454511697
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,Townhouse for sale,9750000,8,7.0,7228.0,New York County,40.7664631,-73.9679613,1218750.0,1348.9208633093526
Brokered by BHHS New York Properties,Co-op for sale,4395000,6,4.0,2700.0,New York,40.7822272,-73.9575194,732500.0,1627.7777777777778
Brokered by Corcoran East Side,Co-op for sale,695000,1,2.0,2184.207862,New York,40.7687538,-73.9631311,695000.0,318.19315921865314
Brokered by EXIT REALTY FIRST CHOICE,Multi-family home for sale,1398000,4,2.0,2184.207862,Queens County,40.7283735,-73.7970194,349500.0,640.048973507449
Brokered by COMPASS,Co-op for sale,1950000,2,2.0,2184.207862,New York,40.7341122,-74.004816,975000.0,892.7721733473002
Brokered by Coleman Real Estate Team,House for sale,285000,3,2.3738608579684373,2184.207862,Kings County,40.6695084,-73.8779921,95000.0,130.48208687383618
Brokered by TREBACH REALTY INC,Pending,1595000,4,2.0,2627.0,Bronx County,40.8872408,-73.9082189,398750.0,607.1564522268748
Brokered by COMPASS,Condo for sale,645000,3,1.0,419.0,New York,40.7424515,-73.996531,215000.0,1539.3794749403341
Brokered by Welcome Home Realty Network,Multi-family home for sale,859000,6,3.0,2184.207862,Bronx County,40.8340749,-73.9113421,143166.66666666666,393.2775881565799
NoBroker,Condo for sale,771770,2,2.0,710.0,Queens,40.7639577,-73.8325965,385885.0,1087.0
Brokered by Corcoran East Side,House for sale,19500000,5,7.0,2184.207862,New York County,40.7776535,-73.957772,3900000.0,8927.721733473001
Brokered by COMPASS,Condo for sale,1250000,2,2.0,1434.0,New York,40.810446,-73.943187,625000.0,871.6875871687587
Brokered by Keller Williams Rty Gold Coast,Co-op for sale,449000,2,1.0,2184.207862,Queens,40.7493102,-73.7118303,224500.0,205.56651581176297
Brokered by Serhant,Condo for sale,7990000,5,4.0,5202.0,New York County,40.7221603,-74.0078633,1598000.0,1535.9477124183006
Brokered by ANNE - Anne Weintraub,Co-op for sale,3950000,2,2.0,2184.207862,Manhattan,40.7316673,-73.996478,1975000.0,1808.4359408829926
Brokered by Douglas Elliman - 280 Metropolitan,Multi-family home for sale,1399000,4,4.0,2049.0,Kings County,40.6890219,-73.9244415,349750.0,682.772083943387
"Brokered by Nest Seekers International, Tribeca",Condo for sale,7750000,3,3.0,2184.207862,Manhattan,40.7366739,-73.9966616,2583333.3333333335,3548.197099200808
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,1049000,4,3.0,2400.0,The Bronx,40.881939,-73.9204858,262250.0,437.0833333333333
Brokered by Elite Real Estate Group 1 Llc,House for sale,995000,4,3.0,2000.0,Bronx County,40.8580267,-73.837909,248750.0,497.5
Brokered by COMPASS,Co-op for sale,3195000,3,3.0,2184.207862,New York,40.7701916,-73.9682413,1065000.0,1462.7728686382686
Brokered by Douglas Elliman - Bayside,Co-op for sale,360000,2,2.0,2184.207862,Queens,40.7806336,-73.7800528,180000.0,164.81947815642465
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,750000,3,2.0,1600.0,New York County,40.7813792,-73.9554399,250000.0,468.75
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,18000000,6,6.0,2184.207862,New York,40.7676314,-73.9668788,3000000.0,8240.973907821231
Brokered by Remax Edge - RE/MAX EDGE,Co-op for sale,300000,1,1.0,800.0,Brooklyn,40.5774084,-73.9732594,300000.0,375.0
Brokered by Staten Island Premiere Properties,House for sale,675888,3,1.0,1662.0,Richmond County,40.5517925,-74.1441587,225296.0,406.6714801444043
Brokered by COMPASS,Townhouse for sale,4400000,3,2.3738608579684373,2400.0,Kings County,40.6819385,-73.9985074,1466666.6666666667,1833.3333333333333
Brokered by Gittens Quick Sale Realty Inc,Co-op for sale,215000,1,1.0,2184.207862,Queens,40.7062291,-73.8326755,215000.0,98.43385501008694
Brokered by Serhant,Condo for sale,7990000,5,4.0,5202.0,New York County,40.7221603,-74.0078633,1598000.0,1535.9477124183006
Brokered by Cross Country Realty,Condo for sale,250000,3,1.0,2184.207862,Brooklyn,40.6576494,-73.8782466,83333.33333333333,114.45797094196156
Brokered by Mattia Realty Inc,Multi-family home for sale,2749000,3,6.0,4480.0,Kings County,40.5974982,-73.9539607,916333.3333333334,613.6160714285714
Brokered by Douglas Elliman - Franklin Square,Townhouse for sale,860000,3,2.0,2000.0,Kings County,40.6315943,-73.9376928,286666.6666666667,430.0
Brokered by Serhant,Condo for sale,1195000,1,1.0,713.0,New York,40.7147947,-74.0064392,1195000.0,1676.01683029453
Brokered by East Coast REALTORS Inc,House for sale,825000,3,2.0,1400.0,Queens County,40.7537084,-73.8542469,275000.0,589.2857142857143
Brokered by TREBACH REALTY INC,Co-op for sale,295000,2,1.0,2184.207862,Riverdale,40.8858375,-73.9088586,147500.0,135.06040571151465
Brokered by COMPASS,Pending,999000,1,2.0,1150.0,New York,40.7614157,-73.9599761,999000.0,868.695652173913
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,Condo for sale,599000,1,1.0,2184.207862,New York,40.7879956,-73.9485879,599000.0,274.2412983769399
Brokered by Douglas Elliman - Franklin Square,Townhouse for sale,860000,3,2.0,2000.0,Kings County,40.6315943,-73.9376928,286666.6666666667,430.0
Brokered by Serhant,Condo for sale,1195000,1,1.0,713.0,New York,40.7147947,-74.0064392,1195000.0,1676.01683029453
Brokered by Island Advantage Realty Llc,Multi-family home for sale,1169900,6,4.0,2310.0,Queens County,40.7462943,-73.8609962,194983.33333333334,506.45021645021643
Brokered by Carina Realty Inc,House for sale,2795000,6,6.0,3600.0,Kings County,40.6824096,-73.9820791,465833.3333333333,776.3888888888889
Brokered by Corcoran Chelsea/Flatiron,House for sale,6250000,4,2.0,4500.0,New York County,40.739891,-73.9882646,1562500.0,1388.888888888889
Brokered by RE MAX Edge,Multi-family home for sale,2099000,3,6.0,3520.0,Kings County,40.6190481,-73.9912327,699666.6666666666,596.3068181818181
Brokered by Benjamin Realty Since 1980,Co-op for sale,339000,1,1.0,2184.207862,Queens,40.7162869,-73.8314446,339000.0,155.20500859729987
Brokered by Welhome Realty Inc,Co-op for sale,255000,1,1.0,2184.207862,Queens,40.7315119,-73.8286528,255000.0,116.74713036080078
Brokered by Mitra Hakimi Realty Group LLC,Co-op for sale,140000,3,1.0,2184.207862,Queens,40.7101573,-73.7988498,46666.666666666664,64.09646372749847
Brokered by Sbny Re,Co-op for sale,240000,3,1.0,500.0,Queens,40.7223221,-73.8493655,80000.0,480.0
Brokered by COMPASS,Co-op for sale,1775000,2,2.0,2184.207862,New York,40.7787812,-73.9837783,887500.0,812.6515936879271
Brokered by Corcoran Park Avenue South,Co-op for sale,1195000,2,2.0,650.0,New York,40.7435603,-73.9784968,597500.0,1838.4615384615386
"Brokered by Charles Rutenberg Realty, Inc.",House for sale,699000,3,2.0,2040.0,Bronx County,40.8247339,-73.8794549,233000.0,342.6470588235294
Brokered by Corcoran West Side,Co-op for sale,4150000,2,2.0,2184.207862,New York,40.7701916,-73.9682413,2075000.0,1900.0023176365619
Brokered by Homemax Realty Inc,Multi-family home for sale,1398000,9,6.0,4440.0,Kings County,40.6376945,-74.0263049,155333.33333333334,314.86486486486484
Brokered by Coldwell Banker American Homes,Co-op for sale,299000,3,1.0,650.0,Queens,40.7533589,-73.8250479,99666.66666666667,460.0
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,500000,3,1.0,450.0,New York,40.7361563,-73.9977295,166666.66666666666,1111.111111111111
Brokered by E Realty International Corp,Condo for sale,450888,1,1.0,2184.207862,Queens,40.7319691,-73.8541569,450888.0,206.43090240831665
Brokered by Ilite Realty Inc,Co-op for sale,298000,1,1.0,790.0,Brooklyn,40.5860215,-73.9668364,298000.0,377.2151898734177
Brokered by Realty Connect USA LLC,Co-op for sale,230000,1,1.0,2184.207862,Kings County,40.6291705,-73.9575654,230000.0,105.30133326660463
Brokered by B Square Realty,Condo for sale,748000,2,2.0,713.0,Queens,40.7576255,-73.8231097,374000.0,1049.0883590462834
Brokered by Corcoran East Side,Co-op for sale,15500000,4,6.0,2184.207862,New York County,40.7985635,-73.943597,3875000.0,7096.394198401616
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,6850000,4,4.0,2184.207862,New York County,40.7688879,-73.962056,1712500.0,3136.1484038097465
Brokered by Sysak Sells Llc,House for sale,735000,3,2.0,2350.0,Bronx County,40.8170494,-73.802331,245000.0,312.7659574468085
Brokered by Laffey Real Estate,Co-op for sale,229999,1,1.0,2184.207862,Queens,40.7670999,-73.7274399,229999.0,105.30087543472087
Brokered by EXP Realty,Pending,100000,3,1.0,445.0,Queens,40.711337,-73.789277,33333.333333333336,224.7191011235955
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,385000,1,1.0,2184.207862,New York,40.8512338,-73.9412096,385000.0,176.2652752506208
Brokered by Properties Logan Inc,Co-op for sale,458000,2,1.0,2184.207862,Queens,40.750966,-73.885177,229000.0,209.68700276567358
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,3750000,2,2.0,2300.0,New York,40.7218174,-73.9985808,1875000.0,1630.4347826086957
Brokered by Weichert Properties,Co-op for sale,3100000,2,2.0,2184.207862,New York,40.7857788,-73.9693433,1550000.0,1419.2788396803232
Brokered by Brown Harris Stevens,Co-op for sale,595000,3,1.0,2184.207862,New York County,40.7728688,-73.9653065,198333.33333333334,272.4099708418685
Brokered by Corcoran East Side,Co-op for sale,470000,2,1.0,2184.207862,Queens,40.7633448,-73.9346195,235000.0,215.18098537088773
"Brokered by Robert DeFalco Realty, Inc.",House for sale,399999,2,1.0,1056.0,Richmond County,40.6309242,-74.1212547,199999.5,378.7869318181818
Brokered by Keller Williams Realty Group,House for sale,599000,4,2.0,1665.0,Bronx County,40.9052119,-73.8481704,149750.0,359.75975975975973
Brokered by COMPASS,Condo for sale,18950000,4,4.0,5075.0,New York,40.7219635,-74.0033414,4737500.0,3733.9901477832514
Brokered by TURFNYC LLC,Condo for sale,2300000,2,2.0,1035.0,New York,40.779437,-73.97814,1150000.0,2222.222222222222
Brokered by COMPASS,Co-op for sale,420000,1,1.0,2184.207862,New York,40.7389643,-73.9791144,420000.0,192.28939118249542
"Brokered by Robert Defalco Realty, Inc.",Multi-family home for sale,1459000,5,4.0,3500.0,Richmond County,40.521212,-74.230732,291800.0,416.85714285714283
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Pending,1150000,2,2.0,2184.207862,New York,40.74958,-73.9790355,575000.0,526.5066663330232
Brokered by Keller Williams Realty Liberty,Pending,299000,2,1.0,2184.207862,Queens,40.6642386,-73.8477653,149500.0,136.89173324658603
Brokered by LoHo Realty Inc,Co-op for sale,499000,1,1.0,2184.207862,New York County,40.7135079,-73.9794056,499000.0,228.45811000015527
Brokered by Houlihan Lawrence Commercial,Condo for sale,510000,2,2.0,972.0,Bronx County,40.806756,-73.853097,255000.0,524.6913580246913
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,825000,2,2.0,1001.0,New York,40.8241865,-73.939702,412500.0,824.1758241758242
Brokered by YOUR HOME SOLD GUARANTEED REALTY,House for sale,1150000,3,2.0,1352.0,Bronx County,40.871637,-73.8984353,383333.3333333333,850.5917159763313
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,6895000,2,2.0,2114.0,New York,40.7663935,-73.9809909,3447500.0,3261.58940397351
Brokered by Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,165000,1,1.0,750.0,The Bronx,40.9047804,-73.9057444,165000.0,220.0
"Brokered by Robert DeFalco Realty, Inc.",House for sale,874900,3,4.0,1500.0,Richmond County,40.5891334,-74.1468153,291633.3333333333,583.2666666666667
Brokered by EXP Realty,Multi-family home for sale,1499999,8,6.0,2184.207862,Kings County,40.7028149,-73.9165356,187499.875,686.7473678198855
Brokered by RE MAX Edge,Pending,495000,2,2.0,1100.0,Brooklyn,40.6123382,-74.0356075,247500.0,450.0
Brokered by Corcoran Westside Columbus,Co-op for sale,245000,1,1.0,863.0,The Bronx,40.8758111,-73.8765929,245000.0,283.8933951332561
Brokered by RE MAX Real Estate Professionals,Condo for sale,565000,1,1.0,804.0,Brooklyn,40.6053887,-73.9787595,565000.0,702.7363184079602
Brokered by Brown Harris Stevens,Co-op for sale,1950000,3,2.0,1265.0,New York,40.7957847,-73.9498024,650000.0,1541.501976284585
Brokered by Real Broker NY LLC,Multi-family home for sale,699000,2,3.0,2184.207862,Kings County,40.6769065,-73.9327329,349500.0,320.0244867537245
Brokered by CHRISTIE'S INT.REAL ESTATE GROUP,Co-op for sale,1200000,1,1.0,1120.0,New York,40.7088594,-74.001287,1200000.0,1071.4285714285713
Brokered by Bold Realty Corp,House for sale,1425000,5,4.0,2184.207862,Queens County,40.7399679,-73.826261,285000.0,652.4104343691808
Brokered by Keystone Realty USA Corp,Multi-family home for sale,1595000,9,6.0,4420.0,Kings County,40.6777679,-73.9189779,177222.22222222222,360.85972850678735
Brokered by RE MAX Elite,Multi-family home for sale,1495000,3,6.0,5148.0,Kings County,40.6137576,-73.9878002,498333.3333333333,290.4040404040404
Brokered by Corcoran Park Avenue South,Multi-family home for sale,2375000,4,4.0,2184.207862,Kings County,40.6537775,-73.9770686,593750.0,1087.3507239486348
Brokered by Bold Realty Corp,House for sale,1425000,5,4.0,2184.207862,Queens County,40.7399679,-73.826261,285000.0,652.4104343691808
Brokered by Elite Home Sales Inc,House for sale,1248000,4,2.0,2450.0,New York,40.6056129,-73.9396751,312000.0,509.38775510204084
Brokered by EXP Realty,Multi-family home for sale,1499999,8,6.0,2184.207862,Kings County,40.7028149,-73.9165356,187499.875,686.7473678198855
Brokered by RE MAX Edge,Pending,495000,2,2.0,1100.0,Brooklyn,40.6123382,-74.0356075,247500.0,450.0
Brokered by RE MAX Real Estate Professionals,Condo for sale,565000,1,1.0,804.0,Brooklyn,40.6053887,-73.9787595,565000.0,702.7363184079602
Brokered by Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,165000,1,1.0,750.0,The Bronx,40.9047804,-73.9057444,165000.0,220.0
"Brokered by Ll Real Estate Services, Llc",Co-op for sale,399000,1,1.0,675.0,New York,40.8581217,-73.9322431,399000.0,591.1111111111111
Brokered by Industrie Residential,Co-op for sale,4895000,4,2.0,3594.0,New York,40.7338734,-73.9921219,1223750.0,1361.9922092376182
Brokered by Corcoran East Side,Co-op for sale,12500000,5,2.3738608579684373,2184.207862,New York,40.7762654,-73.9595399,2500000.0,5722.898547098078
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,475000,3,1.0,2184.207862,New York,40.7662222,-73.9516342,158333.33333333334,217.47014478972696
Brokered by Corcoran East Side,Co-op for sale,11175000,4,6.0,3841.0,New York,40.7825765,-73.9578338,2793750.0,2909.3985941161154
Brokered by Douglas Elliman - 1995 Broadway,Pending,1295000,1,1.0,2184.207862,New York,40.7722757,-73.979081,1295000.0,592.8922894793609
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,825000,2,2.0,2184.207862,New York,40.7636334,-73.9803004,412500.0,377.71130410847314
Brokered by Madison Estates Sotheby's International Realty,Multi-family home for sale,1849000,6,3.0,3001.0,Kings County,40.6648195,-73.9891783,308166.6666666667,616.1279573475508
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,699000,1,1.0,700.0,New York,40.776434,-73.9771489,699000.0,998.5714285714286
Brokered by COMPASS,Pending,420000,1,1.0,2184.207862,New York,40.7661564,-73.9700846,420000.0,192.28939118249542
Brokered by RE/MAX Town & Country,Condo for sale,320000,2,1.0,802.0,The Bronx,40.840912,-73.8545918,160000.0,399.00249376558605
Brokered by COMPASS,Co-op for sale,525000,1,1.0,2184.207862,New York,40.7670221,-73.9628426,525000.0,240.36173897811926
Brokered by Tyme Realty Corp,Land for sale,1100000,3,2.3738608579684373,2184.207862,Queens County,40.7526719,-73.854675,366666.6666666667,503.61507214463086
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,650000,2,2.0,2184.207862,New York,40.7581185,-73.9620574,325000.0,297.59072444910004
Brokered by Corcoran East Side,Co-op for sale,1650000,1,1.0,2184.207862,New York,40.7737439,-73.9586221,1650000.0,755.4226082169463
"Brokered by Nest Seekers International, Long Island",Co-op for sale,1425000,2,2.0,2184.207862,New York,40.7730858,-73.9528703,712500.0,652.4104343691808
Brokered by Century Homes Realty Group LLC,Condo for sale,418000,1,1.0,684.0,Queens,40.7946644,-73.8473931,418000.0,611.1111111111111
Brokered by 5 Boro Realty Corp,Multi-family home for sale,1399000,8,6.0,3448.0,Kings County,40.6255774,-73.913355,174875.0,405.7424593967517
"Brokered by Robert DeFalco Realty, Inc.",House for sale,339000,2,1.0,700.0,Richmond County,40.5633004,-74.1004012,169500.0,484.2857142857143
Brokered by UNITED NATIONAL REALTY,Pending,599900,6,4.0,2184.207862,Richmond County,40.6412495,-74.083228,99983.33333333333,274.653347072331
Brokered by Corcoran Park Slope,Co-op for sale,400000,1,1.0,2184.207862,Queens,40.762146,-73.9318948,400000.0,183.1327535071385
Brokered by qvtopservice,House for sale,699000,3,1.0,4000.0,Queens County,40.6969277,-73.7655056,233000.0,174.75
Brokered by Martini Real Estate - Martini Real Estate,Condo for sale,1325000,2,2.0,2184.207862,New York,40.7622732,-73.9767193,662500.0,606.6272459923963
Brokered by COMPASS,Condo for sale,1750000,6,3.0,3364.0,Kings County,40.6585715,-73.9507462,291666.6666666667,520.2140309155767
Brokered by Awaye Realty,Multi-family home for sale,2100000,3,3.0,2000.0,Kings County,40.6756187,-74.0002793,700000.0,1050.0
